id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/12/value,qualifier/10/value,qualifier/13/value,assist,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/14/value
2696656331,405,1,2,63,4,1qiyr1mknujsl19tb9u2w9h3n,0,26.7,85.9,2024-06-17T14:21:24.363Z,2024-06-17T14:21:25Z,5080594623,140,43.3,5080594629,213,5.86,5080594621,56,Back,5080594627,212,19.1,5080594625,141,74.5,5080594619,3,,,,,,,,et32rvp18jd7iug9evi1ulsd1,N. Bancu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656333,666,1,2,63,5,7a8no9dyo0r9g31sfi9h7ffbc,1,56.8,29.1,2024-06-17T14:21:26.081Z,2024-06-17T14:21:27Z,5080594641,140,67.6,5080594637,3,,5080594645,212,11.4,5080594639,56,Center,5080594647,213,6.20,5080594643,141,27.7,,,,,,,3qjhv5975c2l6oavhkp0wtc2y,V. Brazhko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656337,667,1,2,63,7,7a8no9dyo0r9g31sfi9h7ffbc,1,67.6,27.7,2024-06-17T14:21:27.297Z,2024-06-17T14:21:29Z,5080594681,156,,5080594675,213,2.36,5080594669,140,48.9,5080594671,141,56.6,5080594667,56,Back,5080594673,212,27.8,,,,,,,8x50e0dyse2qecpv7gtku66l1,A. Yarmolenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656349,668,1,2,63,12,7a8no9dyo0r9g31sfi9h7ffbc,1,66.1,70,2024-06-17T14:21:32.386Z,2024-06-17T14:21:36Z,5080594767,56,Left,5080594773,212,14.4,5080594775,213,1.54,5080594769,140,66.5,5080594771,141,91.2,,,,,,,,,,b2na3x3g49i4zwsm1pcsqlx3p,M. Matviienko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656361,669,1,2,63,16,7a8no9dyo0r9g31sfi9h7ffbc,1,67.3,92.6,2024-06-17T14:21:36.273Z,2024-06-17T14:21:38Z,5080594823,141,79.9,5080594827,213,3.87,5080594821,140,58.0,5080594819,56,Left,5080594825,212,13.0,,,,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656379,670,1,2,63,17,7a8no9dyo0r9g31sfi9h7ffbc,1,58.1,79.9,2024-06-17T14:21:38.130Z,2024-06-17T14:21:43Z,5080594915,141,66.3,5080594919,213,5.58,5080594913,140,68.5,5080594917,212,14.3,5080594911,56,Center,,,,,,,,,,b2na3x3g49i4zwsm1pcsqlx3p,M. Matviienko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656381,671,4,2,63,22,7a8no9dyo0r9g31sfi9h7ffbc,1,70.2,67.2,2024-06-17T14:21:42.963Z,2024-06-17T14:21:45Z,5080594933,286,,5080594959,233,406,5080594927,56,Center,5080594931,265,,5080594925,13,,5080594929,152,,,,,,,,f2dutxek3uf0yi1ee32a3u2cq,H. Sudakov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656385,406,4,2,63,22,1qiyr1mknujsl19tb9u2w9h3n,0,29.8,32.8,2024-06-17T14:21:42.964Z,2024-06-17T14:21:54Z,5080594957,285,,5080594951,56,Back,5080594953,152,,5080594963,233,671,5080594955,265,,5080594949,13,,,,,,,,ajcblksnh113es9hzt7l5k8h5,D. Drăguș,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656487,673,1,2,64,6,7a8no9dyo0r9g31sfi9h7ffbc,0,70.3,66.1,2024-06-17T14:22:26.739Z,2024-06-17T14:22:28Z,5080595517,56,Center,5080595513,155,,5080595523,212,28.1,5080595511,5,,5080595525,213,5.72,5080595519,140,92.9,5080595515,152,,5080595521,141,44.0,ay02byqc6zdrh5xy3d4fy5qay,M. Mudryk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656499,407,12,2,64,8,1qiyr1mknujsl19tb9u2w9h3n,1,3.9,52.2,2024-06-17T14:22:28.430Z,2024-06-17T14:22:35Z,5080595573,56,Back,5080595579,212,12.2,5080595577,141,63.8,5080595583,15,,5080595575,140,12.8,5080595581,213,0.70,,,,,,,8c6xe4kqhiat1lkjgd3juyaqd,A. Burcă,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656493,674,13,2,64,9,7a8no9dyo0r9g31sfi9h7ffbc,1,86.9,40.4,2024-06-17T14:22:29.906Z,2024-06-17T14:22:46Z,5080595767,231,50.2,5080595551,56,Center,5080595753,24,,5080595549,17,,5080595761,328,,5080595765,230,98.1,5080595757,102,52.4,5080595763,458,,8x50e0dyse2qecpv7gtku66l1,A. Yarmolenko,5080595617,72,,5080595759,103,83.3,5080595755,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656529,408,5,2,64,11,1qiyr1mknujsl19tb9u2w9h3n,1,-1.2,50.7,2024-06-17T14:22:32.130Z,2024-06-17T14:22:46Z,5080595709,346,,5080595713,233,675,5080595707,56,Back,,,,,,,,,,,,,,,,djs16aa3q2ymqto3sd3uy1785,F. Niță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656501,675,5,2,64,11,7a8no9dyo0r9g31sfi9h7ffbc,0,101.2,49.3,2024-06-17T14:22:32.130Z,2024-06-17T14:22:46Z,5080595721,233,408,5080595587,346,,5080595585,56,Center,,,,,,,,,,,,,,,,8x50e0dyse2qecpv7gtku66l1,A. Yarmolenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656557,409,1,2,64,38,1qiyr1mknujsl19tb9u2w9h3n,1,4.9,50.5,2024-06-17T14:22:58.499Z,2024-06-17T14:23:34Z,5080595933,74,,5080595927,212,66.9,5080595923,140,66.1,5080595919,124,,5080595925,141,23.2,5080595931,1,,5080595921,56,Center,5080595929,213,6.00,djs16aa3q2ymqto3sd3uy1785,F. Niță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656633,415,1,2,64,44,1qiyr1mknujsl19tb9u2w9h3n,1,62.9,34.2,2024-06-17T14:23:05.014Z,2024-06-17T14:23:31Z,5080596375,141,35.4,5080596379,213,3.05,5080596371,56,Center,5080596373,140,54.8,5080596377,212,8.5,,,,,,,,,,ajcblksnh113es9hzt7l5k8h5,D. Drăguș,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656567,410,1,2,64,45,1qiyr1mknujsl19tb9u2w9h3n,1,54.1,34,2024-06-17T14:23:05.871Z,2024-06-17T14:23:07Z,5080595991,140,55.8,5080595997,213,1.37,5080595993,141,46.8,5080595995,212,8.9,5080595989,56,Center,,,,,,,,,,9cy6lgb0e0cq4a7ht389qaklx,R. Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656573,411,1,2,64,46,1qiyr1mknujsl19tb9u2w9h3n,1,55.8,46.8,2024-06-17T14:23:06.783Z,2024-06-17T14:23:08Z,5080596033,212,4.3,5080596027,56,Center,5080596031,141,43.6,5080596029,140,52.3,5080596035,213,3.68,,,,,,,,,,65jv6v3qujiijivadpijzpr6d,N. Stanciu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656589,412,1,2,64,47,1qiyr1mknujsl19tb9u2w9h3n,1,52.3,43.6,2024-06-17T14:23:08.046Z,2024-06-17T14:23:13Z,5080596119,213,1.13,5080596113,140,68.4,5080596111,56,Left,5080596117,212,39.6,5080596109,155,,5080596121,1,,5080596115,141,96.3,,,,9cy6lgb0e0cq4a7ht389qaklx,R. Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656597,413,1,2,64,52,1qiyr1mknujsl19tb9u2w9h3n,0,79.9,92.3,2024-06-17T14:23:12.813Z,2024-06-17T14:23:20Z,5080596153,1,,5080596147,141,0.0,5080596139,2,,5080596143,56,Right,5080596151,213,4.94,5080596145,140,93.8,5080596175,345,,5080596141,155,,et32rvp18jd7iug9evi1ulsd1,N. Bancu,5080596149,212,,,,,,,,,,,,,,,,,,,,,,,,65.6,,,,,,,,,,
2696656599,414,5,2,64,57,1qiyr1mknujsl19tb9u2w9h3n,0,94.8,-1.9,2024-06-17T14:23:17.606Z,2024-06-17T14:23:26Z,5080596155,56,Right,5080596225,233,676,5080596157,347,,,,,,,,,,,,,,,,,et32rvp18jd7iug9evi1ulsd1,N. Bancu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656609,676,5,2,64,57,7a8no9dyo0r9g31sfi9h7ffbc,1,5.2,101.9,2024-06-17T14:23:17.606Z,2024-06-17T14:23:27Z,5080596221,233,414,5080596217,56,Back,5080596219,347,,,,,,,,,,,,,,,,,8x50e0dyse2qecpv7gtku66l1,A. Yarmolenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656611,677,1,2,65,4,7a8no9dyo0r9g31sfi9h7ffbc,1,3.5,100,2024-06-17T14:23:25.234Z,2024-06-17T14:23:27Z,5080596239,213,4.77,5080596231,56,Back,5080596235,141,86.3,5080596229,107,,5080596233,140,4.1,5080596237,212,10.2,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656617,678,1,2,65,6,7a8no9dyo0r9g31sfi9h7ffbc,1,4.2,86.3,2024-06-17T14:23:26.882Z,2024-06-17T14:23:27Z,5080596271,141,94.1,5080596275,213,0.71,5080596269,140,10.1,5080596273,212,8.2,5080596267,56,Back,,,,,,,,,,b2na3x3g49i4zwsm1pcsqlx3p,M. Matviienko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656629,679,1,2,65,7,7a8no9dyo0r9g31sfi9h7ffbc,1,10.1,94.1,2024-06-17T14:23:27.618Z,2024-06-17T14:23:29Z,5080596337,141,72.6,5080596333,56,Back,5080596339,212,14.7,5080596341,213,4.81,5080596335,140,11.5,,,,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656643,680,1,2,65,9,7a8no9dyo0r9g31sfi9h7ffbc,1,11.6,71.8,2024-06-17T14:23:29.250Z,2024-06-17T14:23:38Z,5080596463,213,4.71,5080596459,141,44.0,5080596457,140,11.5,5080596461,212,18.9,5080596455,56,Back,,,,,,,,,,f2dutxek3uf0yi1ee32a3u2cq,H. Sudakov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656649,681,1,2,65,18,7a8no9dyo0r9g31sfi9h7ffbc,0,33.6,32.4,2024-06-17T14:23:38.371Z,2024-06-17T14:23:42Z,5080596477,155,,5080596483,141,30.1,5080596487,213,6.25,5080596479,56,Center,5080596485,212,53.6,5080596489,1,,5080596481,140,84.6,,,,2u6hj8z2g0r7b5roxpluy4sbu,I. Zabarnyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656651,416,52,2,65,21,1qiyr1mknujsl19tb9u2w9h3n,1,11.4,71.4,2024-06-17T14:23:41.777Z,2024-06-17T14:23:42Z,,,,,,,,,,,,,,,,,,,,,,,,,djs16aa3q2ymqto3sd3uy1785,F. Niță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656669,417,1,2,65,32,1qiyr1mknujsl19tb9u2w9h3n,1,11.8,41.1,2024-06-17T14:23:53.116Z,2024-06-17T14:23:57Z,5080596575,56,Right,5080596581,212,55.9,5080596585,1,,5080596579,141,13.3,5080596583,213,5.94,5080596577,140,61.9,5080596573,199,,,,,djs16aa3q2ymqto3sd3uy1785,F. Niță,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656671,418,44,2,65,36,1qiyr1mknujsl19tb9u2w9h3n,1,62.4,14.3,2024-06-17T14:23:56.921Z,2024-06-17T14:23:58Z,5080596589,56,Right,5080596595,233,682,5080596591,286,,,,,,,,,,,,,,,,,84qg8f7lr34fps859v324v4k5,I. Hagi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656667,682,44,2,65,36,7a8no9dyo0r9g31sfi9h7ffbc,0,37.6,85.7,2024-06-17T14:23:56.922Z,2024-06-17T14:23:59Z,5080596569,56,Back,5080596611,233,418,5080596571,285,,,,,,,,,,,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656679,419,1,2,65,36,1qiyr1mknujsl19tb9u2w9h3n,1,61.9,13.3,2024-06-17T14:23:57.209Z,2024-06-17T14:24:01Z,5080596627,56,Center,5080596633,212,13.2,5080596635,213,1.35,5080596629,140,64.6,5080596631,141,32.3,5080596625,3,,,,,,,,84qg8f7lr34fps859v324v4k5,I. Hagi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656683,420,61,2,65,41,1qiyr1mknujsl19tb9u2w9h3n,0,63.7,33.7,2024-06-17T14:24:01.288Z,2024-06-17T14:24:02Z,5080596641,56,Center,,,,,,,,,,,,,,,,,,,,,,ajcblksnh113es9hzt7l5k8h5,D. Drăguș,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656681,683,4,2,65,41,7a8no9dyo0r9g31sfi9h7ffbc,1,36.2,63.2,2024-06-17T14:24:01.811Z,2024-06-17T14:24:05Z,5080596667,295,,5080596673,286,,5080596669,56,Back,5080596685,233,421,5080596665,13,,5080596671,152,,,,,,,,3qjhv5975c2l6oavhkp0wtc2y,V. Brazhko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656687,421,4,2,65,41,1qiyr1mknujsl19tb9u2w9h3n,0,63.8,36.8,2024-06-17T14:24:01.812Z,2024-06-17T14:24:05Z,5080596689,233,683,5080596683,285,,5080596681,152,,5080596675,13,,5080596679,56,Center,5080596677,295,,,,,,,,ajcblksnh113es9hzt7l5k8h5,D. Drăguș,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656697,684,1,2,65,49,7a8no9dyo0r9g31sfi9h7ffbc,1,41.6,61.8,2024-06-17T14:24:09.474Z,2024-06-17T14:24:12Z,5080596757,141,87.7,5080596753,56,Left,5080596751,152,,5080596761,213,0.61,5080596759,212,30.7,5080596755,140,65.6,5080596749,5,,,,,f2dutxek3uf0yi1ee32a3u2cq,H. Sudakov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656703,685,1,2,65,51,7a8no9dyo0r9g31sfi9h7ffbc,1,72.6,79.1,2024-06-17T14:24:12.227Z,2024-06-17T14:24:16Z,5080596787,141,83.5,5080596789,212,6.5,5080596783,56,Left,5080596791,213,0.48,5080596785,140,78.1,,,,,,,,,,ay02byqc6zdrh5xy3d4fy5qay,M. Mudryk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656705,686,1,2,65,56,7a8no9dyo0r9g31sfi9h7ffbc,1,80.4,90.5,2024-06-17T14:24:16.243Z,2024-06-17T14:24:17Z,5080596801,212,15.2,5080596799,141,88.0,5080596803,213,3.25,5080596797,140,66.0,5080596795,56,Left,,,,,,,,,,32eyq4xvy8s1ng11jnavvh32t,R. Yaremchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656707,687,1,2,65,57,7a8no9dyo0r9g31sfi9h7ffbc,1,66,88,2024-06-17T14:24:17.603Z,2024-06-17T14:24:20Z,5080596813,212,13.2,5080596807,56,Center,5080596811,141,68.7,5080596809,140,67.3,5080596815,213,4.82,,,,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656709,688,1,2,66,0,7a8no9dyo0r9g31sfi9h7ffbc,1,68.5,65.7,2024-06-17T14:24:20.339Z,2024-06-17T14:24:23Z,5080596829,213,4.55,5080596823,140,66.2,5080596821,56,Center,5080596827,212,15.0,5080596825,141,44.0,,,,,,,,,,f2dutxek3uf0yi1ee32a3u2cq,H. Sudakov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656711,689,1,2,66,2,7a8no9dyo0r9g31sfi9h7ffbc,1,67.4,41.2,2024-06-17T14:24:23.027Z,2024-06-17T14:24:25Z,5080596835,56,Center,5080596839,141,22.5,5080596841,212,13.3,5080596843,213,4.42,5080596837,140,63.7,,,,,,,,,,3qjhv5975c2l6oavhkp0wtc2y,V. Brazhko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656721,690,1,2,66,4,7a8no9dyo0r9g31sfi9h7ffbc,1,64.2,21.8,2024-06-17T14:24:25.203Z,2024-06-17T14:24:29Z,5080596891,212,17.8,5080596885,56,Right,5080596893,213,5.56,5080596887,140,76.9,5080596889,141,4.4,,,,,,,,,,2u6hj8z2g0r7b5roxpluy4sbu,I. Zabarnyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656725,691,1,2,66,9,7a8no9dyo0r9g31sfi9h7ffbc,1,75.3,11.1,2024-06-17T14:24:29.763Z,2024-06-17T14:24:31Z,5080596905,141,31.3,5080596909,213,1.20,5080596901,56,Center,5080596903,140,80.4,5080596907,212,14.7,,,,,,,,,,8x50e0dyse2qecpv7gtku66l1,A. Yarmolenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656727,692,61,2,66,10,7a8no9dyo0r9g31sfi9h7ffbc,0,81,31.3,2024-06-17T14:24:31.123Z,2024-06-17T14:24:31Z,5080596913,56,Center,,,,,,,,,,,,,,,,,,,,,,32eyq4xvy8s1ng11jnavvh32t,R. Yaremchuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656729,422,49,2,66,12,1qiyr1mknujsl19tb9u2w9h3n,1,22.4,79.9,2024-06-17T14:24:32.296Z,2024-06-17T14:24:32Z,,,,,,,,,,,,,,,,,,,,,,,,,93cnkzi86q36c8n86mo35q5t5,M. Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656733,423,1,2,66,12,1qiyr1mknujsl19tb9u2w9h3n,1,22.4,79.9,2024-06-17T14:24:32.487Z,2024-06-17T14:24:34Z,5080596917,155,,5080596923,141,85.3,5080596925,212,5.5,5080596919,56,Back,5080596929,213,0.73,5080596921,140,26.3,,,,,,,93cnkzi86q36c8n86mo35q5t5,M. Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656745,424,1,2,66,13,1qiyr1mknujsl19tb9u2w9h3n,1,26.8,82.1,2024-06-17T14:24:34.023Z,2024-06-17T14:25:05Z,5080596991,56,Back,5080596995,141,71.9,5080596993,140,35.2,5080597001,213,5.62,5080596997,212,11.2,,,,,,,,,,b6qu8gv2mpfju7a7qwm2wcciy,V. Mihăilă,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656747,425,50,2,66,17,1qiyr1mknujsl19tb9u2w9h3n,1,30.6,66.9,2024-06-17T14:24:37.270Z,2024-06-17T14:24:39Z,5080597057,285,,5080597053,233,693,5080597007,56,Back,,,,,,,,,,,,,,,,ajcblksnh113es9hzt7l5k8h5,D. Drăguș,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656755,693,7,2,66,17,7a8no9dyo0r9g31sfi9h7ffbc,0,69.4,33.1,2024-06-17T14:24:37.271Z,2024-06-17T14:24:39Z,5080597039,56,Center,5080597041,286,,5080597045,233,425,,,,,,,,,,,,,,,,ah48smjzxxo8cp2m5k4py5iei,Y. Konoplia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656751,426,61,2,66,17,1qiyr1mknujsl19tb9u2w9h3n,1,34.2,68,2024-06-17T14:24:38.209Z,2024-06-17T14:24:38Z,5080597019,56,Back,,,,,,,,,,,,,,,,,,,,,,ajcblksnh113es9hzt7l5k8h5,D. Drăguș,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656759,427,4,2,66,19,1qiyr1mknujsl19tb9u2w9h3n,1,29.4,62.6,2024-06-17T14:24:40.068Z,2024-06-17T14:24:42Z,5080597077,265,,5080597073,56,Back,5080597075,152,,5080597111,233,694,5080597071,13,,5080597079,285,,,,,,,,9cy6lgb0e0cq4a7ht389qaklx,R. Marin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656761,694,4,2,66,19,7a8no9dyo0r9g31sfi9h7ffbc,0,70.6,37.4,2024-06-17T14:24:40.069Z,2024-06-17T14:24:42Z,5080597099,286,,5080597091,13,,5080597095,152,,5080597119,233,427,5080597093,56,Center,5080597097,265,,,,,,,,f2dutxek3uf0yi1ee32a3u2cq,H. Sudakov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656843,428,1,2,66,52,1qiyr1mknujsl19tb9u2w9h3n,1,28.3,64.6,2024-06-17T14:25:12.711Z,2024-06-17T14:25:22Z,5080597505,141,93.7,5080597499,152,,5080597501,56,Left,5080597511,1,,5080597495,5,,5080597509,213,0.28,5080597581,189,,5080597497,155,,8c6xe4kqhiat1lkjgd3juyaqd,A. Burcă,5080597507,212,,5080597503,140,93.6,,,,,,,,,,,,,,,,,,,,71.4,,,,,,,,,,
2696656845,429,4,2,66,56,1qiyr1mknujsl19tb9u2w9h3n,1,92.6,92.8,2024-06-17T14:25:16.594Z,2024-06-17T14:25:33Z,5080597533,152,,5080597527,13,,5080597539,233,695,5080597531,56,Left,5080597535,286,,5080597529,295,,,,,,,,b6qu8gv2mpfju7a7qwm2wcciy,V. Mihăilă,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656837,695,4,2,66,56,7a8no9dyo0r9g31sfi9h7ffbc,0,7.4,7.2,2024-06-17T14:25:16.595Z,2024-06-17T14:25:24Z,5080597525,285,,5080597519,295,,5080597631,55,696,5080597557,233,429,5080597521,56,Back,5080597517,13,,5080597523,152,,,,,ah48smjzxxo8cp2m5k4py5iei,Y. Konoplia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656847,696,17,2,66,59,7a8no9dyo0r9g31sfi9h7ffbc,1,0,0,2024-06-17T14:25:19.443Z,2024-06-17T14:25:24Z,5080597625,55,695,5080597619,31,,5080597621,393,,5080597623,13,243,,,,,,,,,,,,,ah48smjzxxo8cp2m5k4py5iei,Y. Konoplia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656955,430,13,2,67,43,1qiyr1mknujsl19tb9u2w9h3n,1,91.7,93.9,2024-06-17T14:26:04.216Z,2024-06-17T14:26:14Z,5080598213,458,,5080598199,20,,5080598135,56,Left,5080598131,26,,5080598133,69,,5080598207,83,,5080598217,231,54.2,5080598205,120,,65jv6v3qujiijivadpijzpr6d,N. Stanciu,5080598215,230,,5080598209,102,56.8,5080598211,103,,,,,,,,,,,,,,,,,,100,,20.8,,,,,,,,
2696656959,431,5,2,67,46,1qiyr1mknujsl19tb9u2w9h3n,0,101.2,57.1,2024-06-17T14:26:06.720Z,2024-06-17T14:26:08Z,5080598179,233,697,5080598155,56,Center,5080598157,346,,,,,,,,,,,,,,,,,65jv6v3qujiijivadpijzpr6d,N. Stanciu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656963,697,5,2,67,46,7a8no9dyo0r9g31sfi9h7ffbc,1,-1.2,42.9,2024-06-17T14:26:06.720Z,2024-06-17T14:26:34Z,5080598173,233,431,5080598171,346,,5080598169,56,Back,,,,,,,,,,,,,,,,38bp85766w04a0nuulq5fiig9,A. Lunin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656969,698,1,2,67,50,7a8no9dyo0r9g31sfi9h7ffbc,1,4.7,47.8,2024-06-17T14:26:10.292Z,2024-06-17T14:26:16Z,5080598227,124,,5080598237,213,1.17,5080598241,237,,5080598233,141,82.6,5080598229,56,Back,5080598235,212,25.7,5080598231,140,14.2,,,,38bp85766w04a0nuulq5fiig9,A. Lunin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656971,699,1,2,67,55,7a8no9dyo0r9g31sfi9h7ffbc,1,23,90.3,2024-06-17T14:26:16.019Z,2024-06-17T14:26:18Z,5080598247,56,Back,5080598253,212,14.9,5080598249,140,10.1,5080598255,213,3.57,5080598251,141,81.1,,,,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656973,700,1,2,67,58,7a8no9dyo0r9g31sfi9h7ffbc,1,9.1,81.2,2024-06-17T14:26:18.307Z,2024-06-17T14:26:21Z,5080598259,56,Back,5080598263,141,60.8,5080598261,140,3.1,5080598267,213,4.29,5080598265,212,15.2,,,,,,,,,,b2na3x3g49i4zwsm1pcsqlx3p,M. Matviienko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656975,701,1,2,68,1,7a8no9dyo0r9g31sfi9h7ffbc,1,8.7,53.7,2024-06-17T14:26:21.843Z,2024-06-17T14:26:27Z,5080598283,212,24.6,5080598277,56,Back,5080598281,141,26.2,5080598279,140,23.9,5080598285,213,5.42,,,,,,,,,,38bp85766w04a0nuulq5fiig9,A. Lunin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656977,702,1,2,68,6,7a8no9dyo0r9g31sfi9h7ffbc,1,36,26.8,2024-06-17T14:26:27.219Z,2024-06-17T14:26:28Z,5080598295,212,7.1,5080598289,56,Back,5080598297,213,0.98,5080598291,140,39.8,5080598293,141,35.5,,,,,,,,,,2u6hj8z2g0r7b5roxpluy4sbu,I. Zabarnyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696656983,703,1,2,68,8,7a8no9dyo0r9g31sfi9h7ffbc,1,40.8,34.3,2024-06-17T14:26:28.771Z,2024-06-17T14:26:33Z,5080598325,140,34.6,5080598331,213,3.96,5080598329,212,9.6,5080598327,141,24.0,5080598323,56,Back,,,,,,,,,,3qjhv5975c2l6oavhkp0wtc2y,V. Brazhko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
